Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,distance (clean),mass (clean),radius (clean),star mass (clean),star temp (clean),Distance_Radius_Interaction,star_mass_bin
Kepler-964b,0.639,0.189,13.52,0.098,transit,Not Specified,1560,0.93,5427,[63],1560,0.639,0.189,0.93,5427,294.84,"(-0.00354, 5.905]"
Kepler-965b,0.639,0.302,134.25,0.098,transit,Not Specified,2020,1.05,5886,[63],2020,0.639,0.302,1.05,5886,610.04,"(-0.00354, 5.905]"
Kepler-966b,0.639,0.368,99.75,0.098,transit,Not Specified,2520,1.02,5840,[63],2520,0.639,0.368,1.02,5840,927.36,"(-0.00354, 5.905]"
Kepler-967b,0.639,0.21,13.23,0.098,transit,Not Specified,1630,0.84,5178,[63],1630,0.639,0.21,0.84,5178,342.3,"(-0.00354, 5.905]"
Kepler-967c,0.639,0.326,198.71,0.098,transit,Not Specified,1630,0.84,5178,[63],1630,0.639,0.326,0.84,5178,531.38,"(-0.00354, 5.905]"
Kepler-968b,0.639,0.178,3.69,0.098,transit,Not Specified,1020,0.76,4598,[63],1020,0.639,0.178,0.76,4598,181.56,"(-0.00354, 5.905]"
Kepler-968c,0.639,0.151,5.71,0.098,transit,Not Specified,1020,0.76,4598,[63],1020,0.639,0.151,0.76,4598,154.02,"(-0.00354, 5.905]"
Kepler-969b,0.639,0.185,34.17,0.098,transit,Not Specified,1340,0.92,5214,[63],1340,0.639,0.185,0.92,5214,247.9,"(-0.00354, 5.905]"
Kepler-969c,0.639,0.088,1.68,0.098,transit,Not Specified,1340,0.92,5214,[63],1340,0.639,0.088,0.92,5214,117.92,"(-0.00354, 5.905]"
Kepler-970b,0.639,0.247,16.74,0.098,transit,Not Specified,1100,0.7,4511,[63],1100,0.639,0.247,0.7,4511,271.7,"(-0.00354, 5.905]"
Kepler-971b,0.639,0.19,9.59,0.098,transit,Not Specified,1130,0.88,5431,[63],1130,0.639,0.19,0.88,5431,214.7,"(-0.00354, 5.905]"
Kepler-972b,0.639,0.415,7.04,0.098,transit,Not Specified,4250,1.15,6146,[63],4250,0.639,0.415,1.15,6146,1763.75,"(-0.00354, 5.905]"
Kepler-973b,0.639,0.175,49.61,0.098,transit,Not Specified,970,0.86,5213,[63],970,0.639,0.175,0.86,5213,169.75,"(-0.00354, 5.905]"
Kepler-974b,0.639,0.14,4.19,0.098,transit,Not Specified,390,0.52,3687,[63],390,0.639,0.14,0.52,3687,54.6,"(-0.00354, 5.905]"
Kepler-975b,0.639,0.132,1.97,0.098,transit,Not Specified,1320,0.8,4897,[63],1320,0.639,0.132,0.8,4897,174.24,"(-0.00354, 5.905]"
Kepler-976b,0.639,0.353,105.96,0.098,transit,Not Specified,3300,0.87,5232,[63],3300,0.639,0.353,0.87,5232,1164.9,"(-0.00354, 5.905]"
Kepler-977b,0.639,0.234,26.85,0.098,transit,Not Specified,2170,0.87,5315,[63],2170,0.639,0.234,0.87,5315,507.78,"(-0.00354, 5.905]"
Kepler-978b,0.639,0.267,49.62,0.098,transit,Not Specified,2040,1.07,6002,[63],2040,0.639,0.267,1.07,6002,544.68,"(-0.00354, 5.905]"
Kepler-979b,0.639,0.243,8.09,0.098,transit,Not Specified,1980,0.87,5310,[63],1980,0.639,0.243,0.87,5310,481.14,"(-0.00354, 5.905]"
Kepler-980b,0.639,0.238,11.55,0.098,transit,Not Specified,2620,1.05,5935,[63],2620,0.639,0.238,1.05,5935,623.56,"(-0.00354, 5.905]"
Kepler-981b,0.639,0.206,4.47,0.098,transit,Not Specified,2980,0.98,5718,[63],2980,0.639,0.206,0.98,5718,613.88,"(-0.00354, 5.905]"
Kepler-982b,0.639,0.201,15.77,0.098,transit,Not Specified,2290,1.16,6139,[63],2290,0.639,0.201,1.16,6139,460.29,"(-0.00354, 5.905]"
Kepler-983b,0.639,0.211,60.09,0.098,transit,Not Specified,2140,1.13,6052,[63],2140,0.639,0.211,1.13,6052,451.54,"(-0.00354, 5.905]"
Kepler-984b,0.639,0.189,43.03,0.098,transit,Not Specified,1500,0.96,5610,[63],1500,0.639,0.189,0.96,5610,283.5,"(-0.00354, 5.905]"
Kepler-985b,0.639,0.266,116.33,0.098,transit,Not Specified,2420,0.91,5434,[63],2420,0.639,0.266,0.91,5434,643.72,"(-0.00354, 5.905]"
Kepler-986b,0.639,0.211,56.43,0.098,transit,Not Specified,1840,0.96,5642,[63],1840,0.639,0.211,0.96,5642,388.24,"(-0.00354, 5.905]"
Kepler-987b,0.639,0.291,105.3,0.098,transit,Not Specified,3050,0.97,5637,[63],3050,0.639,0.291,0.97,5637,887.55,"(-0.00354, 5.905]"
Kepler-988b,0.639,0.185,17.76,0.098,transit,Not Specified,810,0.55,4005,[63],810,0.639,0.185,0.55,4005,149.85,"(-0.00354, 5.905]"
Kepler-989b,0.639,0.197,7.96,0.098,transit,Not Specified,1580,0.82,5074,[63],1580,0.639,0.197,0.82,5074,311.26,"(-0.00354, 5.905]"
Kepler-990b,0.639,0.232,9.92,0.098,transit,Not Specified,3040,1.05,5948,[63],3040,0.639,0.232,1.05,5948,705.28,"(-0.00354, 5.905]"
Kepler-990c,0.639,0.136,0.54,0.098,transit,Not Specified,3040,1.05,5948,[63],3040,0.639,0.136,1.05,5948,413.44,"(-0.00354, 5.905]"
Kepler-991b,0.639,0.227,82.53,0.098,transit,Not Specified,1200,0.64,4392,[63],1200,0.639,0.227,0.64,4392,272.4,"(-0.00354, 5.905]"
Kepler-992b,0.639,0.145,20.16,0.098,transit,Not Specified,870,0.8,4944,[63],870,0.639,0.145,0.8,4944,126.15,"(-0.00354, 5.905]"
Kepler-993b,0.639,0.265,22.09,0.098,transit,Not Specified,970,0.57,3843,[63],970,0.639,0.265,0.57,3843,257.05,"(-0.00354, 5.905]"
Kepler-994b,0.639,0.143,1.15,0.098,transit,Not Specified,550,0.56,3934,[63],550,0.639,0.143,0.56,3934,78.65,"(-0.00354, 5.905]"
Kepler-995b,0.639,0.241,28.27,0.098,transit,Not Specified,2150,0.83,5206,[63],2150,0.639,0.241,0.83,5206,518.15,"(-0.00354, 5.905]"
Kepler-996b,0.639,0.177,3.77,0.098,transit,Not Specified,3580,1.09,6014,[63],3580,0.639,0.177,1.09,6014,633.66,"(-0.00354, 5.905]"
Kepler-997b,0.639,0.121,2.71,0.098,transit,Not Specified,1500,1.22,6150,[63],1500,0.639,0.121,1.22,6150,181.5,"(-0.00354, 5.905]"
Kepler-998b,0.639,0.207,5.65,0.098,transit,Not Specified,3250,1.12,6058,[63],3250,0.639,0.207,1.12,6058,672.75,"(-0.00354, 5.905]"
Kepler-999b,0.639,0.209,5.99,0.098,transit,Not Specified,1850,1.29,6237,[63],1850,0.639,0.209,1.29,6237,386.65,"(-0.00354, 5.905]"
Kepler-1000b,0.639,0.425,120.02,0.098,transit,Not Specified,3020,1.4,6453,[63],3020,0.639,0.425,1.4,6453,1283.5,"(-0.00354, 5.905]"
Kepler-1001b,0.639,0.281,14.31,0.098,transit,Not Specified,3290,0.9,5491,[63],3290,0.639,0.281,0.9,5491,924.49,"(-0.00354, 5.905]"
Kepler-1002b,0.639,0.153,4.34,0.098,transit,Not Specified,1390,1.22,6144,[63],1390,0.639,0.153,1.22,6144,212.67,"(-0.00354, 5.905]"
Kepler-1003b,0.639,0.159,3.55,0.098,transit,Not Specified,2850,1.11,6109,[63],2850,0.639,0.159,1.11,6109,453.15,"(-0.00354, 5.905]"
Kepler-1004b,0.639,0.56,5.29,0.098,transit,Not Specified,3500,1.11,4972,[63],3500,0.639,0.56,1.11,4972,1960,"(-0.00354, 5.905]"
Kepler-1005b,0.639,0.134,6.5,0.098,transit,Not Specified,1680,1,5782,[63],1680,0.639,0.134,1,5782,225.12,"(-0.00354, 5.905]"
Kepler-1006b,0.639,0.137,19.76,0.098,transit,Not Specified,1620,0.78,5328,[63],1620,0.639,0.137,0.78,5328,221.94,"(-0.00354, 5.905]"
Kepler-1007b,0.639,0.128,5.19,0.098,transit,Not Specified,1190,0.73,4587,[63],1190,0.639,0.128,0.73,4587,152.32,"(-0.00354, 5.905]"
Kepler-1008b,0.639,0.114,12.44,0.098,transit,Not Specified,980,0.81,5066,[63],980,0.639,0.114,0.81,5066,111.72,"(-0.00354, 5.905]"
Kepler-1009b,0.639,0.194,11.35,0.098,transit,Not Specified,920,0.59,4027,[63],920,0.639,0.194,0.59,4027,178.48,"(-0.00354, 5.905]"
Kepler-1010b,0.639,0.207,34.27,0.098,transit,Not Specified,2000,0.86,5253,[63],2000,0.639,0.207,0.86,5253,414,"(-0.00354, 5.905]"
Kepler-1011b,0.639,0.256,5.75,0.098,transit,Not Specified,2800,0.91,5416,[63],2800,0.639,0.256,0.91,5416,716.8,"(-0.00354, 5.905]"
Kepler-1012b,0.639,0.115,5.51,0.098,transit,Not Specified,1400,0.95,5556,[63],1400,0.639,0.115,0.95,5556,161,"(-0.00354, 5.905]"
Kepler-1013b,0.639,0.192,18.93,0.098,transit,Not Specified,1410,0.81,4954,[63],1410,0.639,0.192,0.81,4954,270.72,"(-0.00354, 5.905]"
Kepler-1014b,0.639,0.213,16.57,0.098,transit,Not Specified,2190,0.88,5388,[63],2190,0.639,0.213,0.88,5388,466.47,"(-0.00354, 5.905]"
Kepler-1015b,0.639,0.317,16,0.098,transit,Not Specified,3040,1.49,6769,[63],3040,0.639,0.317,1.49,6769,963.68,"(-0.00354, 5.905]"
Kepler-1016b,0.639,0.194,1.95,0.098,transit,Not Specified,4040,0.99,5821,[63],4040,0.639,0.194,0.99,5821,783.76,"(-0.00354, 5.905]"
Kepler-1016c,0.639,0.328,105.66,0.098,transit,Not Specified,4040,0.99,5821,[63],4040,0.639,0.328,0.99,5821,1325.12,"(-0.00354, 5.905]"
Kepler-1017b,0.639,0.178,7.23,0.098,transit,Not Specified,1810,0.93,5473,[63],1810,0.639,0.178,0.93,5473,322.18,"(-0.00354, 5.905]"
Kepler-1018b,0.639,0.23,49.1,0.098,transit,Not Specified,2920,0.91,5518,[63],2920,0.639,0.23,0.91,5518,671.6,"(-0.00354, 5.905]"
Kepler-1019b,0.639,0.13,1.41,0.098,transit,Not Specified,650,0.7,4433,[63],650,0.639,0.13,0.7,4433,84.5,"(-0.00354, 5.905]"
Kepler-1020b,0.639,0.203,96.92,0.098,transit,Not Specified,1450,0.87,5227,[63],1450,0.639,0.203,0.87,5227,294.35,"(-0.00354, 5.905]"
Kepler-1021b,0.639,0.208,13.47,0.098,transit,Not Specified,2730,0.89,5431,[63],2730,0.639,0.208,0.89,5431,567.84,"(-0.00354, 5.905]"
Kepler-1022b,0.639,0.211,10.99,0.098,transit,Not Specified,1480,0.71,4445,[63],1480,0.639,0.211,0.71,4445,312.28,"(-0.00354, 5.905]"
Kepler-1023b,0.639,0.235,62.14,0.098,transit,Not Specified,2240,0.93,5494,[63],2240,0.639,0.235,0.93,5494,526.4,"(-0.00354, 5.905]"
Kepler-1024b,0.639,0.349,66.42,0.098,transit,Not Specified,3320,0.81,5143,[63],3320,0.639,0.349,0.81,5143,1158.68,"(-0.00354, 5.905]"
Kepler-1025b,0.639,0.177,37.32,0.098,transit,Not Specified,2340,1.09,6089,[63],2340,0.639,0.177,1.09,6089,414.18,"(-0.00354, 5.905]"
Kepler-1026b,0.639,0.197,36.52,0.098,transit,Not Specified,1270,0.79,4948,[63],1270,0.639,0.197,0.79,4948,250.19,"(-0.00354, 5.905]"
Kepler-1027b,0.639,0.079,1.91,0.098,transit,Not Specified,950,0.91,5436,[63],950,0.639,0.079,0.91,5436,75.05,"(-0.00354, 5.905]"
Kepler-1028b,0.639,0.119,2.51,0.098,transit,Not Specified,2060,0.9,5522,[63],2060,0.639,0.119,0.9,5522,245.14,"(-0.00354, 5.905]"
Kepler-1029b,0.639,0.112,4.42,0.098,transit,Not Specified,1380,0.82,5030,[63],1380,0.639,0.112,0.82,5030,154.56,"(-0.00354, 5.905]"
Kepler-1030b,0.639,0.221,19.33,0.098,transit,Not Specified,2590,0.8,4983,[63],2590,0.639,0.221,0.8,4983,572.39,"(-0.00354, 5.905]"
Kepler-1031b,0.639,0.078,1.23,0.098,transit,Not Specified,2420,1.09,6011,[63],2420,0.639,0.078,1.09,6011,188.76,"(-0.00354, 5.905]"
Kepler-1032b,0.639,0.167,3.29,0.098,transit,Not Specified,1980,0.77,4647,[63],1980,0.639,0.167,0.77,4647,330.66,"(-0.00354, 5.905]"
Kepler-1033b,0.639,0.224,7.56,0.098,transit,Not Specified,4650,0.94,5547,[63],4650,0.639,0.224,0.94,5547,1041.6,"(-0.00354, 5.905]"
Kepler-1034b,0.639,0.202,12.12,0.098,transit,Not Specified,2300,0.83,5198,[63],2300,0.639,0.202,0.83,5198,464.6,"(-0.00354, 5.905]"
Kepler-1035b,0.639,0.104,2.71,0.098,transit,Not Specified,1330,0.98,5763,[63],1330,0.639,0.104,0.98,5763,138.32,"(-0.00354, 5.905]"
Kepler-1036b,0.639,0.269,122.88,0.098,transit,Not Specified,1650,0.95,5533,[63],1650,0.639,0.269,0.95,5533,443.85,"(-0.00354, 5.905]"
Kepler-1037b,0.639,0.114,1.06,0.098,transit,Not Specified,1470,0.82,5105,[63],1470,0.639,0.114,0.82,5105,167.58,"(-0.00354, 5.905]"
Kepler-1038b,0.639,0.315,148.46,0.098,transit,Not Specified,2030,0.87,5335,[63],2030,0.639,0.315,0.87,5335,639.45,"(-0.00354, 5.905]"
Kepler-1039b,0.639,0.13,0.93,0.098,transit,Not Specified,1060,0.79,4870,[63],1060,0.639,0.13,0.79,4870,137.8,"(-0.00354, 5.905]"
Kepler-1040b,0.639,0.186,201.12,0.098,transit,Not Specified,1540,0.98,5694,[63],1540,0.639,0.186,0.98,5694,286.44,"(-0.00354, 5.905]"
Kepler-1041b,0.639,0.262,24.76,0.098,transit,Not Specified,3190,1.06,5957,[63],3190,0.639,0.262,1.06,5957,835.78,"(-0.00354, 5.905]"
Kepler-1042b,0.639,0.195,10.13,0.098,transit,Not Specified,2150,0.75,4815,[63],2150,0.639,0.195,0.75,4815,419.25,"(-0.00354, 5.905]"
Kepler-1043b,0.639,0.227,38.51,0.098,transit,Not Specified,2730,0.92,5629,[63],2730,0.639,0.227,0.92,5629,619.71,"(-0.00354, 5.905]"
Kepler-1044b,0.639,0.238,6.77,0.098,transit,Not Specified,4920,1.08,5985,[63],4920,0.639,0.238,1.08,5985,1170.96,"(-0.00354, 5.905]"
Kepler-1045b,0.639,0.24,26.41,0.098,transit,Not Specified,3170,0.86,5301,[63],3170,0.639,0.24,0.86,5301,760.8,"(-0.00354, 5.905]"
Kepler-1046b,0.639,0.153,14.38,0.098,transit,Not Specified,1690,1.04,5913,[63],1690,0.639,0.153,1.04,5913,258.57,"(-0.00354, 5.905]"
Kepler-1047b,0.639,0.186,56.19,0.098,transit,Not Specified,1850,1.08,5754,[63],1850,0.639,0.186,1.08,5754,344.1,"(-0.00354, 5.905]"
Kepler-1047c,0.639,0.088,3.19,0.098,transit,Not Specified,1850,1.08,5754,[63],1850,0.639,0.088,1.08,5754,162.8,"(-0.00354, 5.905]"
Kepler-1048b,0.639,0.144,6.92,0.098,transit,Not Specified,1350,0.75,4651,[63],1350,0.639,0.144,0.75,4651,194.4,"(-0.00354, 5.905]"
Kepler-1049b,0.639,0.085,3.27,0.098,transit,Not Specified,420,0.51,3864,[63],420,0.639,0.085,0.51,3864,35.7,"(-0.00354, 5.905]"
Kepler-1050b,0.639,0.143,15.38,0.098,transit,Not Specified,1810,1.09,6010,[63],1810,0.639,0.143,1.09,6010,258.83,"(-0.00354, 5.905]"
Kepler-1050c,0.639,0.132,21.13,0.098,transit,Not Specified,1810,1.09,6010,[63],1810,0.639,0.132,1.09,6010,238.92,"(-0.00354, 5.905]"
Kepler-1051b,0.639,0.303,25.96,0.098,transit,Not Specified,3330,1.43,6675,[63],3330,0.639,0.303,1.43,6675,1008.99,"(-0.00354, 5.905]"
Kepler-1052b,0.639,0.261,34.85,0.098,transit,Not Specified,3430,1.03,5888,[63],3430,0.639,0.261,1.03,5888,895.23,"(-0.00354, 5.905]"
Kepler-1053b,0.639,0.087,2.41,0.098,transit,Not Specified,560,0.74,4529,[63],560,0.639,0.087,0.74,4529,48.72,"(-0.00354, 5.905]"
Kepler-1054b,0.639,0.235,4.31,0.098,transit,Not Specified,3400,1.22,6209,[63],3400,0.639,0.235,1.22,6209,799,"(-0.00354, 5.905]"
Kepler-1055b,0.639,0.11,2.3,0.098,transit,Not Specified,1380,0.98,5723,[63],1380,0.639,0.11,0.98,5723,151.8,"(-0.00354, 5.905]"
Kepler-1056b,0.639,0.269,27.5,0.098,transit,Not Specified,3170,1.12,6127,[63],3170,0.639,0.269,1.12,6127,852.73,"(-0.00354, 5.905]"
Kepler-1057b,0.639,0.3,14.09,0.098,transit,Not Specified,4770,1.07,5987,[63],4770,0.639,0.3,1.07,5987,1431,"(-0.00354, 5.905]"
Kepler-1058b,0.639,0.243,110.97,0.098,transit,Not Specified,1710,0.73,4644,[63],1710,0.639,0.243,0.73,4644,415.53,"(-0.00354, 5.905]"
Kepler-1059b,0.639,0.154,3.76,0.098,transit,Not Specified,2200,0.75,4906,[63],2200,0.639,0.154,0.75,4906,338.8,"(-0.00354, 5.905]"
Kepler-1060b,0.639,0.212,46.88,0.098,transit,Not Specified,2810,0.99,5797,[63],2810,0.639,0.212,0.99,5797,595.72,"(-0.00354, 5.905]"
Kepler-1061b,0.639,0.177,2.76,0.098,transit,Not Specified,1910,1.09,6067,[63],1910,0.639,0.177,1.09,6067,338.07,"(-0.00354, 5.905]"
Kepler-1062b,0.639,0.157,9.3,0.098,transit,Not Specified,1270,0.75,4597,[63],1270,0.639,0.157,0.75,4597,199.39,"(-0.00354, 5.905]"
Kepler-1063b,0.639,0.133,14.08,0.098,transit,Not Specified,1190,1.09,5945,[63],1190,0.639,0.133,1.09,5945,158.27,"(-0.00354, 5.905]"
Kepler-1064b,0.639,0.138,16.54,0.098,transit,Not Specified,1220,0.85,5153,[63],1220,0.639,0.138,0.85,5153,168.36,"(-0.00354, 5.905]"
Kepler-1065b,0.639,0.333,3.61,0.098,transit,Not Specified,3520,0.94,5635,[63],3520,0.639,0.333,0.94,5635,1172.16,"(-0.00354, 5.905]"
Kepler-1065c,0.639,0.143,2.37,0.098,transit,Not Specified,3520,0.94,5635,[63],3520,0.639,0.143,0.94,5635,503.36,"(-0.00354, 5.905]"
Kepler-1066b,0.639,0.211,1.93,0.098,transit,Not Specified,1300,0.98,5762,[63],1300,0.639,0.211,0.98,5762,274.3,"(-0.00354, 5.905]"
Kepler-1067b,0.639,0.071,0.76,0.098,transit,Not Specified,2250,0.95,5592,[63],2250,0.639,0.071,0.95,5592,159.75,"(-0.00354, 5.905]"
Kepler-1068b,0.639,0.324,16.92,0.098,transit,Not Specified,5000,1.01,5806,[63],5000,0.639,0.324,1.01,5806,1620,"(-0.00354, 5.905]"
Kepler-1069b,0.639,0.143,23.9,0.098,transit,Not Specified,1420,0.99,5722,[63],1420,0.639,0.143,0.99,5722,203.06,"(-0.00354, 5.905]"
Kepler-1070b,0.639,0.154,6.22,0.098,transit,Not Specified,3400,1.21,6261,[63],3400,0.639,0.154,1.21,6261,523.6,"(-0.00354, 5.905]"
Kepler-1071b,0.639,0.212,6.18,0.098,transit,Not Specified,3140,0.86,5215,[63],3140,0.639,0.212,0.86,5215,665.68,"(-0.00354, 5.905]"
Kepler-1072b,0.639,0.141,1.57,0.098,transit,Not Specified,3180,1.2,6199,[63],3180,0.639,0.141,1.2,6199,448.38,"(-0.00354, 5.905]"
Kepler-1073b,0.639,0.205,8.68,0.098,transit,Not Specified,2730,1,5792,[63],2730,0.639,0.205,1,5792,559.65,"(-0.00354, 5.905]"
Kepler-1073c,0.639,0.146,4.03,0.098,transit,Not Specified,2730,1,5792,[63],2730,0.639,0.146,1,5792,398.58,"(-0.00354, 5.905]"
Kepler-1074b,0.639,0.112,5.95,0.098,transit,Not Specified,800,0.6,4002,[63],800,0.639,0.112,0.6,4002,89.6,"(-0.00354, 5.905]"
Kepler-1075b,0.639,0.127,1.52,0.098,transit,Not Specified,860,0.56,3959,[63],860,0.639,0.127,0.56,3959,109.22,"(-0.00354, 5.905]"
Kepler-1076b,0.639,0.071,6.15,0.098,transit,Not Specified,650,0.79,4868,[63],650,0.639,0.071,0.79,4868,46.15,"(-0.00354, 5.905]"
Kepler-1077b,0.639,0.247,34.35,0.098,transit,Not Specified,3580,1.02,5816,[63],3580,0.639,0.247,1.02,5816,884.26,"(-0.00354, 5.905]"
Kepler-1078b,0.639,0.17,3.01,0.098,transit,Not Specified,3960,0.94,5612,[63],3960,0.639,0.17,0.94,5612,673.2,"(-0.00354, 5.905]"
Kepler-1079b,0.639,0.145,13.25,0.098,transit,Not Specified,1570,1.08,5758,[63],1570,0.639,0.145,1.08,5758,227.65,"(-0.00354, 5.905]"
Kepler-1080b,0.639,0.293,77.25,0.098,transit,Not Specified,2240,1.1,5956,[63],2240,0.639,0.293,1.1,5956,656.32,"(-0.00354, 5.905]"
Kepler-1081b,0.639,0.09,3.86,0.098,transit,Not Specified,1390,0.88,5345,[63],1390,0.639,0.09,0.88,5345,125.1,"(-0.00354, 5.905]"
Kepler-1082b,0.639,0.1,1.54,0.098,transit,Not Specified,2050,1.03,5923,[63],2050,0.639,0.1,1.03,5923,205,"(-0.00354, 5.905]"
Kepler-1083b,0.639,0.3,33.42,0.098,transit,Not Specified,2970,0.81,5049,[63],2970,0.639,0.3,0.81,5049,891,"(-0.00354, 5.905]"
Kepler-1084b,0.639,0.099,2.05,0.098,transit,Not Specified,1390,1.12,6113,[63],1390,0.639,0.099,1.12,6113,137.61,"(-0.00354, 5.905]"
Kepler-1085b,0.639,0.644,219.32,0.098,transit,Not Specified,4950,1.11,6000,[63],4950,0.639,0.644,1.11,6000,3187.8,"(-0.00354, 5.905]"
Kepler-1086b,0.639,0.218,18.78,0.098,transit,Not Specified,1510,0.7,4350,[63],1510,0.639,0.218,0.7,4350,329.18,"(-0.00354, 5.905]"
Kepler-1086c,0.639,0.262,161.52,0.098,transit,Not Specified,1510,0.7,4350,[63],1510,0.639,0.262,0.7,4350,395.62,"(-0.00354, 5.905]"
Kepler-1087b,0.639,0.054,0.69,0.098,transit,Not Specified,1150,0.96,5589,[63],1150,0.639,0.054,0.96,5589,62.1,"(-0.00354, 5.905]"
Kepler-1088b,0.639,0.127,23.13,0.098,transit,Not Specified,980,1.08,5975,[63],980,0.639,0.127,1.08,5975,124.46,"(-0.00354, 5.905]"
Kepler-1089b,0.639,0.163,5.13,0.098,transit,Not Specified,740,0.52,3753,[63],740,0.639,0.163,0.52,3753,120.62,"(-0.00354, 5.905]"
Kepler-1090b,0.639,0.201,198.68,0.098,transit,Not Specified,2290,0.86,5321,[63],2290,0.639,0.201,0.86,5321,460.29,"(-0.00354, 5.905]"
Kepler-1091b,0.639,0.13,1.43,0.098,transit,Not Specified,2980,1.01,5851,[63],2980,0.639,0.13,1.01,5851,387.4,"(-0.00354, 5.905]"
Kepler-1092b,0.639,0.185,58.6,0.098,transit,Not Specified,2980,0.99,5862,[63],2980,0.639,0.185,0.99,5862,551.3,"(-0.00354, 5.905]"
Kepler-1093b,0.639,0.174,25.08,0.098,transit,Not Specified,2770,1.13,6166,[63],2770,0.639,0.174,1.13,6166,481.98,"(-0.00354, 5.905]"
Kepler-1093c,0.639,0.175,89.72,0.098,transit,Not Specified,2770,1.13,6166,[63],2770,0.639,0.175,1.13,6166,484.75,"(-0.00354, 5.905]"
Kepler-1094b,0.639,0.284,78.1,0.098,transit,Not Specified,4470,1.14,6112,[63],4470,0.639,0.284,1.14,6112,1269.48,"(-0.00354, 5.905]"
Kepler-1095b,0.639,0.108,4.27,0.098,transit,Not Specified,2470,0.94,5658,[63],2470,0.639,0.108,0.94,5658,266.76,"(-0.00354, 5.905]"
Kepler-1096b,0.639,0.111,2.89,0.098,transit,Not Specified,1120,0.66,4306,[63],1120,0.639,0.111,0.66,4306,124.32,"(-0.00354, 5.905]"
Kepler-1097b,0.639,0.291,187.75,0.098,transit,Not Specified,2410,0.82,5211,[63],2410,0.639,0.291,0.82,5211,701.31,"(-0.00354, 5.905]"
Kepler-1098b,0.639,0.116,2.54,0.098,transit,Not Specified,2860,0.99,5794,[63],2860,0.639,0.116,0.99,5794,331.76,"(-0.00354, 5.905]"
Kepler-1099b,0.639,0.252,2.17,0.098,transit,Not Specified,3940,1.01,5837,[63],3940,0.639,0.252,1.01,5837,992.88,"(-0.00354, 5.905]"
Kepler-1100b,0.639,0.156,6.42,0.098,transit,Not Specified,3100,1.21,6247,[63],3100,0.639,0.156,1.21,6247,483.6,"(-0.00354, 5.905]"
Kepler-1101b,0.639,0.22,81.32,0.098,transit,Not Specified,2930,0.94,5614,[63],2930,0.639,0.22,0.94,5614,644.6,"(-0.00354, 5.905]"
Kepler-1102b,0.639,0.237,51.33,0.098,transit,Not Specified,3220,0.96,5724,[63],3220,0.639,0.237,0.96,5724,763.14,"(-0.00354, 5.905]"
Kepler-1103b,0.639,0.203,19.79,0.098,transit,Not Specified,3000,1.11,6092,[63],3000,0.639,0.203,1.11,6092,609,"(-0.00354, 5.905]"
Kepler-1104b,0.639,0.11,5.04,0.098,transit,Not Specified,1680,1.3,6417,[63],1680,0.639,0.11,1.3,6417,184.8,"(-0.00354, 5.905]"
Kepler-1105b,0.639,0.179,4.42,0.098,transit,Not Specified,1200,0.71,4299,[63],1200,0.639,0.179,0.71,4299,214.8,"(-0.00354, 5.905]"
Kepler-1106b,0.639,0.147,1.25,0.098,transit,Not Specified,3810,1.11,6104,[63],3810,0.639,0.147,1.11,6104,560.07,"(-0.00354, 5.905]"
Kepler-1107b,0.639,0.12,0.57,0.098,transit,Not Specified,1490,0.86,5268,[63],1490,0.639,0.12,0.86,5268,178.8,"(-0.00354, 5.905]"
Kepler-1108b,0.639,0.13,4.51,0.098,transit,Not Specified,2490,0.88,5406,[63],2490,0.639,0.13,0.88,5406,323.7,"(-0.00354, 5.905]"
Kepler-1109b,0.639,0.195,37.65,0.098,transit,Not Specified,2600,1.05,5893,[63],2600,0.639,0.195,1.05,5893,507,"(-0.00354, 5.905]"
Kepler-1110b,0.639,0.237,9.69,0.098,transit,Not Specified,2370,0.73,4781,[63],2370,0.639,0.237,0.73,4781,561.69,"(-0.00354, 5.905]"
Kepler-1111b,0.639,0.178,8.8,0.098,transit,Not Specified,3720,1.1,6077,[63],3720,0.639,0.178,1.1,6077,662.16,"(-0.00354, 5.905]"
Kepler-1112b,0.639,0.269,14.36,0.098,transit,Not Specified,5660,1.34,6496,[63],5660,0.639,0.269,1.34,6496,1522.54,"(-0.00354, 5.905]"
Kepler-1113b,0.639,0.251,42.3,0.098,transit,Not Specified,3680,1.12,5931,[63],3680,0.639,0.251,1.12,5931,923.68,"(-0.00354, 5.905]"
Kepler-1114b,0.639,0.12,14.97,0.098,transit,Not Specified,1390,0.87,5374,[63],1390,0.639,0.12,0.87,5374,166.8,"(-0.00354, 5.905]"
Kepler-1115b,0.639,0.152,23.55,0.098,transit,Not Specified,3050,1.6,8480,[63],3050,0.639,0.152,1.6,8480,463.6,"(-0.00354, 5.905]"
Kepler-1116b,0.639,0.227,41.7,0.098,transit,Not Specified,3320,0.95,5641,[63],3320,0.639,0.227,0.95,5641,753.64,"(-0.00354, 5.905]"
Kepler-1117b,0.639,0.099,4.79,0.098,transit,Not Specified,2020,0.95,5612,[63],2020,0.639,0.099,0.95,5612,199.98,"(-0.00354, 5.905]"
Kepler-1118b,0.639,0.244,38.67,0.098,transit,Not Specified,2670,0.96,5688,[63],2670,0.639,0.244,0.96,5688,651.48,"(-0.00354, 5.905]"
